user_id,qualifications,experience_years,course_grades,projects_completed,extracurriculars,is_suitable,interview_performance
160,Data Analysis,3,76.45,0,1,0,2.292047670996385
161,C++,1,69.73,8,3,0,3.026032093887002
162,SQL;Python,1,65.17,6,4,0,2.5246213904301333
163,SQL;Machine Learning,4,94.3,4,2,1,3.6517817808268074
164,Data Analysis;Machine Learning,5,82.33,5,0,1,3.7684895952157187
165,Python;Data Analysis,0,94.45,2,1,0,2.219410629113395
166,Java;Machine Learning,4,93.25,8,3,1,4.573744460640091
167,Python;Data Analysis,5,71.28,1,2,1,2.9928209744363383
168,C++;SQL;Machine Learning,3,81.91,9,4,1,4.342329270038026
169,Machine Learning;Data Analysis,3,63.33,0,0,0,1.9236234237948113
170,C++,3,96.61,0,0,1,2.6185135349178013
171,Java;SQL;Python,3,76.17,9,1,0,3.3373328257814956
172,C++;Python;Java,3,75.75,1,0,0,2.2256878947916015
173,C++;Python,5,72.11,5,2,1,3.9041982446985934
174,SQL;Machine Learning;Data Analysis,5,78.43,5,1,1,3.5716428536208213
175,Python;SQL;Machine Learning,2,70.07,8,1,1,3.2070017919310794
176,C++;SQL;Data Analysis,1,74.99,9,1,1,3.4043381738732656
177,SQL;Machine Learning;Java,3,92.0,3,2,1,3.4512542609316825
178,C++,0,93.37,7,3,0,2.887112678973154
179,C++;Java;SQL,5,72.17,3,0,0,2.8237978622055535
180,Machine Learning;Python,0,78.76,2,0,1,1.9767576796574926
181,SQL;Java,0,94.95,3,3,0,2.394207014565409
182,Machine Learning;Data Analysis,0,62.11,0,1,0,1.2312678962231953
183,SQL;C++;Machine Learning,2,95.57,8,4,0,3.784558755621874
184,Data Analysis;Java,5,68.77,4,2,1,3.4764111399944433
185,C++;Java;Python,0,87.14,6,1,1,2.640574695857629
186,Machine Learning;Data Analysis,3,83.3,2,1,0,2.5653148172023403
187,Python;Java,4,82.12,4,1,1,3.403105470378768
188,SQL;Java;Machine Learning,0,94.37,9,0,0,3.064405485902728
189,Python,2,64.06,3,0,0,2.0795531328473116
190,Java,5,73.88,6,4,1,4.31515773344159
191,Machine Learning;Python,2,81.53,4,2,1,2.8942067494127306
192,C++;Machine Learning,0,92.45,1,1,0,1.9108250196520793
193,Data Analysis,5,68.66,2,0,0,2.4985767009210607
194,C++;Data Analysis;Machine Learning,4,92.12,7,3,1,4.079806598193041
195,Java,0,75.99,2,0,1,2.0226233425735725
196,Data Analysis;Python;Machine Learning,2,67.56,6,1,0,2.531455268387048
197,Java;Data Analysis,1,90.36,4,1,1,2.630767471703133
198,Machine Learning;C++;Python,3,63.64,6,0,1,3.0252263257318224
199,Java;Python;C++,2,80.59,9,3,1,3.8526760269241405
200,C++,5,62.56,8,3,0,3.6013777470989945
201,Machine Learning;Data Analysis;SQL,0,74.26,6,1,1,2.447682471846886
202,Machine Learning;Data Analysis,3,84.04,5,0,0,2.9634637103686154
203,Machine Learning;C++,0,82.24,0,2,1,1.9309110846921107
204,Data Analysis,5,76.19,3,2,0,3.155318373523273
205,C++;SQL,0,77.16,7,1,0,2.415914762186631
206,Data Analysis,1,69.07,0,3,0,1.98012747703044
207,Machine Learning;C++,3,78.24,5,2,1,3.251160011292401
208,Java;SQL;C++,3,98.13,1,0,0,2.53532237115119
209,Data Analysis,5,94.02,8,4,1,4.900424997462967
210,Java;SQL,1,65.81,7,4,0,2.7359060151545815
211,SQL;Machine Learning,2,61.19,8,3,0,2.8731693733511317
212,Java,0,97.34,8,4,0,3.4399521876161825
213,Java,4,81.07,1,0,0,2.4608658487779747
214,Data Analysis;Java,0,81.51,1,1,0,1.7166705110501994
215,Java;Python;C++,0,91.23,8,1,1,3.1545644734276115
216,SQL;Machine Learning,2,72.59,1,0,1,2.3877968952828095
217,C++;Python,0,79.28,3,1,0,1.8140760519475065
218,C++,1,98.75,1,0,1,2.3384731288092837
219,Machine Learning;Python,1,86.89,0,0,0,1.9254466746544274
220,C++;Data Analysis;Python,3,66.15,9,4,1,4.0669515299054755
221,SQL;C++,5,65.33,6,4,0,3.5687926514148414
222,Machine Learning;Data Analysis,4,68.17,4,3,1,3.206145774565995
223,Java;C++;Data Analysis,0,90.67,2,4,1,2.5926239149372607
224,C++;Data Analysis,0,71.82,7,1,1,2.7471254360336332
225,C++,2,60.86,4,4,0,2.602634420243303
226,Data Analysis;C++,5,97.77,0,0,1,3.3890593546895214
227,Java;C++;Data Analysis,1,66.79,8,4,1,3.1467740060134846
228,Machine Learning;Python;C++,4,60.38,4,1,0,2.6523210392015137
229,Machine Learning;Python;Data Analysis,3,69.49,2,3,1,2.887610287136001
230,C++;Java;Data Analysis,1,69.4,5,2,0,2.5636453777944017
231,Python,5,76.88,7,0,1,3.69007606469064
232,C++;SQL,3,96.82,1,1,0,2.5668992342455956
233,C++,2,95.17,2,1,0,2.634994341682191
234,SQL;C++,2,78.28,6,2,0,3.047042123888255
235,C++;SQL,0,76.44,1,3,0,1.6877592551705733
236,C++,5,82.2,4,0,0,3.355245469842718
237,Data Analysis,4,69.74,8,3,0,3.72986082463964
238,Python;SQL;Java,3,62.09,6,2,0,2.9878595676492945
239,Python;Data Analysis;Machine Learning,1,97.57,2,0,0,2.2475158586575947
240,Java,5,67.47,1,4,1,3.1788419168388344
241,Machine Learning,5,67.94,9,3,1,4.196320060249607
242,Java,2,78.9,8,4,1,3.8881036500474435
243,C++,0,79.66,8,0,1,2.631155524950465
244,Python;Machine Learning;Java,0,60.74,8,2,0,2.5207364172244424
245,Data Analysis;SQL,3,65.92,9,4,1,3.8149914290143094
246,Java;Machine Learning,2,75.13,2,4,0,2.6580304758115956
247,Data Analysis;Python;Java,5,87.35,0,1,1,3.049568047063917
248,Python;Machine Learning,4,69.14,8,0,0,3.3114909742743226
249,SQL,2,76.92,6,2,0,2.7533136387104173
250,Data Analysis;C++;Machine Learning,3,82.29,1,1,1,2.705420772490762
251,Java;Python;Data Analysis,3,95.54,5,3,0,3.6538785452024425
252,Data Analysis,2,73.04,8,2,0,3.010033797691154
253,Data Analysis;Machine Learning,3,65.34,7,1,0,2.96004015192547
254,Machine Learning,2,79.57,5,3,1,3.2233065314253544
255,SQL,1,89.87,5,2,1,3.085606309236546
256,C++;SQL;Python,2,64.39,7,1,1,2.8700536208138834
257,Data Analysis;SQL;Python,2,76.99,8,2,1,3.6836962666838975
258,C++;Python,3,60.71,7,4,1,3.6453581170256073
259,SQL;C++,3,61.34,0,1,1,2.273303175889623
260,Java;C++;Data Analysis,0,79.32,1,4,0,1.9066092117460705
261,Machine Learning;SQL;C++,0,71.93,5,1,1,2.2645657175811365
262,C++;Machine Learning,1,93.8,7,4,1,3.700194856377072
263,SQL;Java,0,84.09,3,0,1,2.1422582836186956
264,SQL,2,78.16,3,4,0,2.92601938551976
265,Java;C++,3,76.32,1,0,1,2.5116393143762172
266,Machine Learning;C++;SQL,0,79.89,9,2,0,2.970602731602034
267,C++,0,61.62,0,3,0,1.593691627911833
268,Java;C++,1,95.71,9,3,0,3.42070716088026
269,SQL,5,99.93,8,3,0,4.302161760428482
270,SQL;Data Analysis,1,67.26,6,0,1,2.4235272816061872
271,Data Analysis;SQL;Python,2,64.82,8,3,1,3.5715922233604203
272,Java;Python;Data Analysis,3,65.74,1,3,1,2.8289490007542164
273,C++;Data Analysis;Java,1,86.44,9,4,0,3.653881095853757
274,C++;Data Analysis;Machine Learning,0,86.46,4,3,0,2.4474841096288973
275,Python,3,93.92,1,0,0,2.341666961396691
276,Java;C++,3,90.07,9,4,1,4.464716182126471
277,Java;SQL;Machine Learning,0,77.99,6,0,0,2.18126768934869
278,Machine Learning;Data Analysis,1,84.51,8,1,1,3.393003893984572
279,C++;Machine Learning,0,87.53,2,3,0,2.094464159993628
280,SQL;C++,5,80.51,0,0,1,2.9091946411726357
281,SQL;Data Analysis,3,79.03,3,0,1,2.967257499396997
282,Python,4,85.8,3,4,0,3.5130379737353707
283,Java;SQL;Python,4,82.3,5,1,1,3.7175052620867013
284,Machine Learning;Java;Data Analysis,2,85.76,4,1,0,2.6645180229125667
285,Data Analysis,0,84.51,4,3,1,2.893425631102997
286,SQL;Machine Learning,0,88.77,8,2,1,3.156801921099536
287,Machine Learning;SQL;Python,2,85.71,0,2,0,2.153298928936925
288,SQL,2,80.79,7,4,0,3.3804681026083236
289,SQL,2,87.27,7,3,1,3.477108105179943
290,SQL,3,77.98,7,4,0,3.7163114180182553
291,Data Analysis,5,69.67,2,3,1,3.2416051924446316
292,Java;SQL;Python,0,60.06,9,1,1,2.8649801919839457
293,Machine Learning,3,82.4,7,2,1,3.515453167475331
294,Data Analysis;Java,2,83.63,1,0,1,2.5248689672860807
295,C++;Python;Machine Learning,0,98.88,7,2,1,3.0687403052749986
296,SQL;C++;Machine Learning,3,74.46,7,3,1,3.8246974854104474
297,SQL;Java,5,75.77,2,2,0,3.156750987748225
298,SQL,3,68.07,3,0,0,2.2705654362248016
299,Python;Data Analysis,5,62.82,8,1,1,3.9895877402077247
300,C++;Python,2,90.91,8,1,0,3.3327722503978032
301,Data Analysis;Python;Java,5,69.99,9,3,1,4.235929385092404
302,Machine Learning,0,84.36,8,2,1,3.1461588533766007
303,Python;Java,2,87.51,9,3,0,3.535329779302572
304,Machine Learning,0,78.85,5,2,0,2.4116433348998343
305,Machine Learning;Data Analysis,4,95.05,0,4,0,3.294622988847521
306,Java;Machine Learning;C++,1,77.75,7,3,0,2.792978767216048
307,C++;SQL,5,71.4,8,2,0,3.632127427246779
308,C++;SQL;Python,1,95.84,7,4,1,3.6320032072825224
309,Data Analysis;Python;Java,1,94.46,0,3,1,2.5609924964445234
310,Java;SQL;Python,5,66.56,5,1,0,2.9998324506424563
311,Java,2,61.04,8,4,0,3.1890344334098213
312,Machine Learning,4,63.6,8,3,0,3.3885595851117847
313,Java,0,71.46,6,0,0,1.955832327646676
314,C++,3,98.89,6,1,1,3.676709977229804
315,Data Analysis;Machine Learning,0,82.34,3,4,0,2.3674768855979513
316,SQL;Python,3,74.93,6,2,0,3.228506052507432
317,SQL,0,95.55,9,0,1,3.154134239345431
318,SQL;C++;Python,5,78.13,4,2,0,3.379154030313287
319,Java;SQL;Data Analysis,4,72.61,9,0,0,3.4808783345055474
320,Python;Machine Learning,3,97.65,4,3,0,3.2389388169293998
321,Data Analysis,2,93.98,0,3,1,2.991686398628736
322,SQL,0,93.75,1,2,1,2.4913638985405178
323,Python,0,80.49,8,2,0,2.8565164995205414
324,Java,3,91.58,1,2,1,3.151710856152645
325,Machine Learning;Data Analysis,2,67.17,9,4,1,3.8573455977134543
326,C++;Python,2,82.93,1,1,1,2.397854061213048
327,Data Analysis;SQL,5,99.35,8,2,1,4.730178056216839
328,C++;SQL;Data Analysis,5,71.64,2,3,0,3.1121527853377553
329,Python;Machine Learning,5,91.77,1,3,1,3.5299907990759327
330,C++,5,79.62,6,2,1,4.064574425155994
331,SQL;Machine Learning;Data Analysis,5,61.59,8,2,1,3.952631555592033
332,Python,5,90.52,5,3,1,4.337550752834089
333,Data Analysis,4,66.74,6,4,1,3.7421810518639402
334,Machine Learning;Python;SQL,2,85.26,2,0,1,2.749600794620388
335,Python;Java;C++,5,63.43,2,3,0,3.063829690978555
336,Data Analysis;C++;SQL,2,97.87,7,0,0,3.262849592385538
337,Machine Learning,2,71.67,6,2,0,2.8720350616702457
338,Data Analysis;C++,1,69.06,4,1,0,2.1743848765552016
339,C++,4,65.17,5,2,0,3.053434640579047
340,C++;SQL,5,97.84,8,2,0,4.118565723401781
341,Data Analysis;Python,0,88.48,2,2,1,2.288385276362223
342,SQL,3,89.67,2,3,0,3.1030283800141136
343,Data Analysis;C++,0,79.98,5,3,0,2.4058753913841793
344,Data Analysis;C++,4,78.99,7,1,1,3.6351278925445984
345,Python;C++;Data Analysis,3,64.4,4,0,1,2.8694042859399045
346,SQL;Data Analysis,4,82.39,0,0,1,2.523680612964143
347,C++,2,69.88,2,0,1,2.1369551133891673
348,Python;Machine Learning;C++,3,99.09,7,2,1,3.98602707262404
349,Python;Java,2,91.86,3,1,1,2.7827994026717464
350,SQL;Machine Learning;C++,0,76.52,8,2,0,2.6185353709043087
351,C++;Python;Java,0,66.05,5,1,0,2.053684406268817
352,Machine Learning;Java,3,91.41,9,4,1,4.481195785965619
353,C++;Data Analysis,3,64.88,3,3,1,2.8586725130658825
354,Python,5,67.57,3,2,1,3.5086404186484175
355,Machine Learning;Java;Data Analysis,4,68.46,9,4,0,3.724107917874053
356,Machine Learning;Python,5,82.28,4,0,1,3.3198812240304156
357,C++;Python;Java,4,91.48,6,4,1,4.246225727310195
358,C++,5,72.57,6,3,1,3.7961211193296482
359,Data Analysis,2,63.39,9,3,0,3.237619454078711
360,C++,3,78.58,6,3,0,3.348619143373563
361,SQL;Machine Learning;Data Analysis,0,89.92,4,4,1,2.8895576783395196
362,C++;Data Analysis,4,68.87,8,0,0,3.341090513994459
363,C++,4,68.8,1,2,1,2.9051292862307547
364,Java;C++;Data Analysis,0,97.89,7,0,1,3.0978766514289253
365,Machine Learning;Java;Python,5,98.17,9,1,1,4.649507964707205
366,C++;SQL,4,99.62,7,1,0,3.9958148094397377
367,SQL;Python;Data Analysis,2,92.31,2,2,1,3.012358049937045
368,SQL;Machine Learning;C++,3,67.53,4,3,0,2.7258180401082903
369,C++,0,68.48,7,2,1,2.6143551383843087
370,C++;SQL;Machine Learning,3,73.61,9,4,0,3.704820181096496
371,Machine Learning;C++;Data Analysis,4,72.73,8,3,0,3.750769930534263
372,Java;Data Analysis,4,98.26,6,2,1,4.221164612052665
373,C++;Java;Data Analysis,0,91.56,3,2,1,2.7689602078855584
374,SQL,2,88.96,3,4,0,3.049891637944215
375,C++;Data Analysis;Machine Learning,1,67.44,2,4,0,2.337528750945715
376,Data Analysis;Java;C++,0,96.38,7,0,0,2.5162943674663287
377,Java,1,93.11,5,1,1,3.0631264281946207
378,Machine Learning;SQL;Python,5,66.55,9,2,1,4.156693384197669
379,Python;Machine Learning,1,94.85,5,0,0,2.7252615289311963
380,Python;Java,2,70.89,9,3,1,3.686476703937062
381,Data Analysis;Java,5,63.23,9,3,0,4.086041213322682
382,C++,1,86.27,8,1,0,2.8694129542296802
383,SQL;Machine Learning,5,86.15,2,3,1,3.539089727857598
384,C++;Python;SQL,1,63.8,3,1,1,2.2685707074037462
385,Machine Learning;C++;SQL,2,72.75,2,3,1,2.8506584943711264
386,Data Analysis;C++;Python,1,99.71,2,3,0,2.6967704799410948
387,Python;Java;SQL,1,87.14,0,2,1,2.4184757966288712
388,Data Analysis,1,89.2,9,4,0,3.504329120365732
389,C++,0,68.52,5,2,0,2.0539809875630484
390,Data Analysis,0,63.15,8,0,1,2.342420011280165
391,Python;C++;Java,0,71.08,4,4,1,2.532092335948124
392,SQL;Python;Machine Learning,2,69.96,9,2,1,3.391952330585365
393,Python;SQL,5,69.38,1,4,0,3.158616667291759
394,SQL;C++,4,67.71,9,4,1,4.123223548995485
395,Java,1,82.99,3,4,0,2.5255361637138174
396,C++;Machine Learning;Java,1,73.12,5,3,0,2.6261153410640374
397,Java,2,92.81,6,4,0,3.439403781593588
398,Machine Learning,1,67.36,6,3,1,3.054390240986004
399,Machine Learning;Java,0,78.59,3,4,1,2.4479898791154855
400,Machine Learning;Java,4,60.55,9,3,1,3.879739039962567
401,C++,3,79.27,9,4,0,3.914403052273971
402,SQL;C++;Data Analysis,1,62.23,4,0,0,2.033574857910504
403,Python;C++;SQL,0,99.11,3,2,0,2.499159448773183
404,Machine Learning;Java;Python,3,91.62,9,4,1,4.375692923677469
405,SQL;Machine Learning,4,79.6,5,0,1,3.2058646412622025
406,Data Analysis;C++,3,63.46,6,2,0,2.9325869457028952
407,SQL;C++;Data Analysis,0,83.7,1,1,0,1.7805214308589512
408,C++,5,90.35,9,4,0,4.49441414314765
409,Python;Java,5,67.63,2,1,0,2.739631169476834
410,Machine Learning;SQL,3,82.73,7,2,0,3.215917945323174
411,SQL;Data Analysis;Python,2,92.57,6,2,0,3.3264441046506237
412,C++;SQL;Python,3,90.73,0,4,1,3.052294737402177
413,Data Analysis;Python;C++,1,92.12,3,0,0,2.266504430389382
414,Java;Machine Learning,1,95.17,4,4,1,3.1096796631838943
415,Java;Data Analysis,5,97.51,2,0,0,3.2648926832320933
416,SQL;Java;Python,2,76.22,3,4,0,2.6607753631508904
417,Data Analysis;Python;SQL,0,82.75,9,0,1,3.1819155336637066
418,Python;Machine Learning,1,91.63,9,3,1,3.6595880188508323
419,Data Analysis;Java,5,87.89,9,0,1,4.269170241510604
420,SQL,4,99.82,6,0,1,3.826621623820089
421,Data Analysis;C++,5,60.55,7,2,0,3.661696967047564
422,Java,1,74.21,8,1,0,2.7985968801624836
423,Machine Learning,1,71.24,1,4,0,2.182103091447204
424,Machine Learning;Data Analysis,5,70.49,3,2,0,3.255978153584923
425,Java;SQL,0,68.9,0,1,1,1.6443591059931622
426,SQL;Data Analysis,3,88.36,2,2,0,2.88657776016969
427,C++,1,63.39,7,2,1,2.847819179971709
428,Java,5,89.66,6,4,0,4.210577621947563
429,Data Analysis,5,87.74,7,3,0,4.040347759190342
430,Data Analysis;C++;SQL,2,70.03,5,2,1,3.0320025390508762
431,C++,3,70.11,4,4,0,3.173505503900252
432,SQL,4,85.15,9,0,0,3.842847771354398
433,Python;C++;SQL,0,90.49,8,1,1,3.18164053982244
434,Data Analysis;SQL;C++,4,95.06,4,4,0,3.7721192549994416
435,SQL;Python;Java,3,94.09,8,3,0,3.7417026858496834
436,Python;Machine Learning,3,98.6,3,4,0,3.3896663737654427
437,SQL;Machine Learning;Java,3,83.26,4,4,1,3.690582318585821
438,Python;C++;SQL,4,96.35,0,0,1,2.8594123136040563
439,C++;Python;Java,3,92.34,5,1,0,3.3326367809384756
440,Python,5,95.79,2,1,0,3.4005724174208596
